"Item Id","Item URI","Dublin Core:Alternative Title","Dublin Core:Abstract","Dublin Core:Table Of Contents","Dublin Core:Date Available","Dublin Core:Date Created","Dublin Core:Date Accepted","Dublin Core:Date Copyrighted","Dublin Core:Date Submitted","Dublin Core:Date Issued","Dublin Core:Date Modified","Dublin Core:Date Valid","Dublin Core:Access Rights","Dublin Core:License","Dublin Core:Conforms To","Dublin Core:Has Format","Dublin Core:Has Part","Dublin Core:Has Version","Dublin Core:Is Format Of","Dublin Core:Is Part Of","Dublin Core:Is Referenced By","Dublin Core:Is Replaced By","Dublin Core:Is Required By","Dublin Core:Is Version Of","Dublin Core:References","Dublin Core:Replaces","Dublin Core:Requires","Dublin Core:Extent","Dublin Core:Medium","Dublin Core:Bibliographic Citation","Dublin Core:Spatial Coverage","Dublin Core:Temporal Coverage","Dublin Core:Accrual Method","Dublin Core:Accrual Periodicity","Dublin Core:Accrual Policy","Dublin Core:Audience","Dublin Core:Audience Education Level","Dublin Core:Mediator","Dublin Core:Instructional Method","Dublin Core:Provenance","Dublin Core:Rights Holder","Dublin Core:Title","Dublin Core:Subject","Dublin Core:Description","Dublin Core:Creator","Dublin Core:Source","Dublin Core:Publisher","Dublin Core:Date","Dublin Core:Contributor","Dublin Core:Rights","Dublin Core:Relation","Dublin Core:Format","Dublin Core:Language","Dublin Core:Type","Dublin Core:Identifier","Dublin Core:Coverage","Item Type Metadata:Text","Item Type Metadata:Interviewer","Item Type Metadata:Interviewee","Item Type Metadata:Location","Item Type Metadata:Transcription","Item Type Metadata:Local URL","Item Type Metadata:Original Format","Item Type Metadata:Physical Dimensions","Item Type Metadata:Duration","Item Type Metadata:Compression","Item Type Metadata:Producer","Item Type Metadata:Director","Item Type Metadata:Bit Rate/Frequency","Item Type Metadata:Time Summary","Item Type Metadata:Email Body","Item Type Metadata:Subject Line","Item Type Metadata:From","Item Type Metadata:To","Item Type Metadata:CC","Item Type Metadata:BCC","Item Type Metadata:Number of Attachments","Item Type Metadata:Standards","Item Type Metadata:Objectives","Item Type Metadata:Materials","Item Type Metadata:Lesson Plan Text","Item Type Metadata:URL","Item Type Metadata:Event Type","Item Type Metadata:Participants","Item Type Metadata:Birth Date","Item Type Metadata:Birthplace","Item Type Metadata:Death Date","Item Type Metadata:Occupation","Item Type Metadata:Biographical Text","Item Type Metadata:Bibliography",tags,file,itemType,collection,public,featured
8925,https://alabamaauthors.org/items/show/8925,,,,,,1906,,1906-2008,,,2008,,,"Ellen Tarry",,,,,,,,,,,,,,,"<em>Young Jim; the Early Years of James Weldon Johnson.</em> New York; Dodd, 1967.",,,,,,,,,,,,"Young Jim; the Early Years of James Weldon Johnson by Ellen Tarry",,"Ellen Tarry, an accomplished writer and social activist, was born in Birmingham, Alabama, and played a significant role in the Harlem Renaissance literary movement. After graduating from the State Normal School, Tarry relocated to New York City where she became involved in the Negro Writers' Guild and worked for the Federal Writers Project. Her experiences at Friendship House, a Catholic interracial outreach center in Harlem, influenced her writing, particularly in the genre of children's literature. Tarry's work and contributions spanned various spheres, from journalism to community outreach, making her a notable figure in African American literature and social engagement during the mid-20th century.","Tarry, Ellen",":
<p>Contemporary Authors, Vol. 73.</p>
<p>Contemporary Authors online.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1967,,,,,,,https://auburn.box.com/s/cylkkto7i3m3so2tdp7ujq5fwyutmm0w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/e79221891738926877bb191377572900.jpg,Dataset,"AL Book Collection",1,0
8924,https://alabamaauthors.org/items/show/8924,,,,,,1906,,1906-2008,,,2008,,,"Ellen Tarry",,,,,,,,,,,,,,,"<em>My Dog Rinty.</em> New York; Viking, 1946; new edition, 1964.",,,,,,,,,,,,"My Dog Rinty by Ellen Tarry",,"Ellen Tarry, an accomplished writer and social activist, was born in Birmingham, Alabama, and played a significant role in the Harlem Renaissance literary movement. After graduating from the State Normal School, Tarry relocated to New York City where she became involved in the Negro Writers' Guild and worked for the Federal Writers Project. Her experiences at Friendship House, a Catholic interracial outreach center in Harlem, influenced her writing, particularly in the genre of children's literature. Tarry's work and contributions spanned various spheres, from journalism to community outreach, making her a notable figure in African American literature and social engagement during the mid-20th century.","Tarry, Ellen",":
<p>Contemporary Authors, Vol. 73.</p>
<p>Contemporary Authors online.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1946,,,,,,,https://auburn.box.com/s/l3qu2lb0sg83nfp0rhm2cj5z7ib9tmrg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/c1fdc883686e2641069da4e30f0192b6.png,Dataset,"AL Book Collection",1,0
8923,https://alabamaauthors.org/items/show/8923,,,,,,1906,,1906-2008,,,2008,,,"Ellen Tarry",,,,,,,,,,,,,,,"<em>Martin de Porres, Saint of the New World.</em> New York; Vision Books, 1963.",,,,,,,,,,,,"Martin de Porres, Saint of the New World by Ellen Tarry",,"Ellen Tarry, an accomplished writer and social activist, was born in Birmingham, Alabama, and played a significant role in the Harlem Renaissance literary movement. After graduating from the State Normal School, Tarry relocated to New York City where she became involved in the Negro Writers' Guild and worked for the Federal Writers Project. Her experiences at Friendship House, a Catholic interracial outreach center in Harlem, influenced her writing, particularly in the genre of children's literature. Tarry's work and contributions spanned various spheres, from journalism to community outreach, making her a notable figure in African American literature and social engagement during the mid-20th century.","Tarry, Ellen",":
<p>Contemporary Authors, Vol. 73.</p>
<p>Contemporary Authors online.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1963,,,,,,,https://auburn.box.com/s/jic65simcs0pwitpzcz76njotwf3y2w1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/b2f8ec43dd9391e1894e17a3d079d810.png,Dataset,"AL Book Collection",1,0
8922,https://alabamaauthors.org/items/show/8922,,,,,,1906,,1906-2008,,,2008,,,"Ellen Tarry",,,,,,,,,,,,,,,"<em>Katharine Drexel; Friend of the Neglected.</em> New York; Farrar, Straus, 1958.",,,,,,,,,,,,"Katharine Drexel; Friend of the Neglected by Ellen Tarry",,"Ellen Tarry, an accomplished writer and social activist, was born in Birmingham, Alabama, and played a significant role in the Harlem Renaissance literary movement. After graduating from the State Normal School, Tarry relocated to New York City where she became involved in the Negro Writers' Guild and worked for the Federal Writers Project. Her experiences at Friendship House, a Catholic interracial outreach center in Harlem, influenced her writing, particularly in the genre of children's literature. Tarry's work and contributions spanned various spheres, from journalism to community outreach, making her a notable figure in African American literature and social engagement during the mid-20th century.","Tarry, Ellen",":
<p>Contemporary Authors, Vol. 73.</p>
<p>Contemporary Authors online.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1958,,,,,,,https://auburn.box.com/s/d6henplwlx831bj226ruumn3y58o512n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/0b5e1ad3e3bb97192ebcbbe458e140de.jpg,Dataset,"AL Book Collection",1,0
8921,https://alabamaauthors.org/items/show/8921,,,,,,1906,,1906-2008,,,2008,,,"Ellen Tarry",,,,,,,,,,,,,,,"<em>The Runaway Elephant.</em> New York; Viking, 1950.",,,,,,,,,,,,"The Runaway Elephant by Ellen Tarry",,"Ellen Tarry, an accomplished writer and social activist, was born in Birmingham, Alabama, and played a significant role in the Harlem Renaissance literary movement. After graduating from the State Normal School, Tarry relocated to New York City where she became involved in the Negro Writers' Guild and worked for the Federal Writers Project. Her experiences at Friendship House, a Catholic interracial outreach center in Harlem, influenced her writing, particularly in the genre of children's literature. Tarry's work and contributions spanned various spheres, from journalism to community outreach, making her a notable figure in African American literature and social engagement during the mid-20th century.","Tarry, Ellen",":
<p>Contemporary Authors, Vol. 73.</p>
<p>Contemporary Authors online.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1950,,,,,,,https://auburn.box.com/s/kysi8nc0ozdzx3hya3etfmyykocxe9my,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/47846ef1a203446979f41845cc7909d0.jpg,Dataset,"AL Book Collection",1,0
8920,https://alabamaauthors.org/items/show/8920,,,,,,1906,,1906-2008,,,2008,,,"Ellen Tarry",,,,,,,,,,,,,,,"<em>Hezekiah Horton.</em> New York; Viking, 1942.",,,,,,,,,,,,"Hezekiah Horton by Ellen Tarry",,"Ellen Tarry, an accomplished writer and social activist, was born in Birmingham, Alabama, and played a significant role in the Harlem Renaissance literary movement. After graduating from the State Normal School, Tarry relocated to New York City where she became involved in the Negro Writers' Guild and worked for the Federal Writers Project. Her experiences at Friendship House, a Catholic interracial outreach center in Harlem, influenced her writing, particularly in the genre of children's literature. Tarry's work and contributions spanned various spheres, from journalism to community outreach, making her a notable figure in African American literature and social engagement during the mid-20th century.","Tarry, Ellen",":
<p>Contemporary Authors, Vol. 73.</p>
<p>Contemporary Authors online.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1942,,,,,,,https://auburn.box.com/s/yu025vglghjzm7js1gg7eikaqp3mfyzs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/c896a96d364ba465d95bbcc0e30948ba.png,Dataset,"AL Book Collection",1,0
8919,https://alabamaauthors.org/items/show/8919,,,,,,1906,,1906-2008,,,2008,,,"Ellen Tarry",,,,,,,,,,,,,,,"<em>Janie Belle.</em> Garden City, NY; Garden City Publishing, 1940.",,,,,,,,,,,,"Janie Belle by Ellen Tarry",,"Ellen Tarry, an accomplished writer and social activist, was born in Birmingham, Alabama, and played a significant role in the Harlem Renaissance literary movement. After graduating from the State Normal School, Tarry relocated to New York City where she became involved in the Negro Writers' Guild and worked for the Federal Writers Project. Her experiences at Friendship House, a Catholic interracial outreach center in Harlem, influenced her writing, particularly in the genre of children's literature. Tarry's work and contributions spanned various spheres, from journalism to community outreach, making her a notable figure in African American literature and social engagement during the mid-20th century.","Tarry, Ellen",":
<p>Contemporary Authors, Vol. 73.</p>
<p>Contemporary Authors online.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1940,,,,,,,https://auburn.box.com/s/3yf8gjscnyavxw8bwu1ce64r9b9rk61t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/27115c2f613bf8b7430b6dc05a737756.jpg,Dataset,"AL Book Collection",1,0
8918,https://alabamaauthors.org/items/show/8918,,,,,,1811,,1811-1875,,,1875,,,"H.E. Taliaferro",,,,,,,,,,,,,,,"<em>Fisher's River Scenes and Characters.</em>New York; Harper &amp; Brothers, 1859.",,,,,,,,,,,,"Fisher's River Scenes and Characters by H.E. Taliaferro",,"H.E. Taliaferro, pronounced ""Tolliver,"" was born near Fisher's River on a farm in western North Carolina. As a young man, he relocated to Roane County, Tennessee, where he learned the tanning trade from his older brothers. Feeling a calling to become a preacher, Taliaferro studied at Madisonville Academy in Tennessee before settling in Talladega, Alabama, in 1835. There, he supported himself through farming and tanning while preaching at local churches. Taliaferro later moved to Tuskegee, Alabama, where he became an editor and writer for the South Western Baptist. He also published religious tracts and a book of humorous sketches titled Fisher's River. Following the Civil War, Taliaferro briefly worked with local black Baptists before returning to Tennessee, where he passed away in 1875.","Taliaferro, H.E.",https://alabamaauthors.org/items/show/327,"<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/32dccb176d5c7dc9497d6d374dca4892.jpg,Dataset,"AL Book Collection",1,0
8917,https://alabamaauthors.org/items/show/8917,,,,,,1811,,1811-1875,,,1875,,,"H.E. Taliaferro",,,,,,,,,,,,,,,"<em>The Grace of God Magnified.</em> Charleston, SC; Southern Baptist Society Publication, 1857.",,,,,,,,,,,,"The Grace of God Magnified by H.E. Taliaferro",,"H.E. Taliaferro, pronounced ""Tolliver,"" was born near Fisher's River on a farm in western North Carolina. As a young man, he relocated to Roane County, Tennessee, where he learned the tanning trade from his older brothers. Feeling a calling to become a preacher, Taliaferro studied at Madisonville Academy in Tennessee before settling in Talladega, Alabama, in 1835. There, he supported himself through farming and tanning while preaching at local churches. Taliaferro later moved to Tuskegee, Alabama, where he became an editor and writer for the South Western Baptist. He also published religious tracts and a book of humorous sketches titled Fisher's River. Following the Civil War, Taliaferro briefly worked with local black Baptists before returning to Tennessee, where he passed away in 1875.","Taliaferro, H.E.",https://alabamaauthors.org/items/show/327,"<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://alabamaauthors.org/files/original/dab2ca8de35d11128e128f66a72dde43.jpg,https://alabamaauthors.org/files/original/393c4ba52a5517735cdd3f74721169d8.pdf",Dataset,"AL Book Collection",1,0
8916,https://alabamaauthors.org/items/show/8916,,,,,,1932,,1932-present,,,present,,,"Gay Talese",,,,,,,,,,,,,,,"<strong>Joint Publication: </strong><em>Writing Creative Nonfiction: The Literature of Reality.</em> New York; HarperCollins, 1995.",,,,,,,,,,,,"Writing Creative Nonfiction: The Literature of Reality by Gay Talese",,"Gay Talese, hailing from Ocean City, New Jersey, developed an early passion for writing and began contributing sports stories to the Ocean City Sentinel-Ledger during high school. Despite initial difficulties with college admission, Talese was advised to apply to the University of Alabama, where he pursued journalism and wrote for the student newspaper. After graduation, he worked at The New York Times before serving in the US Army. Talese returned to the Times as a reporter, later transitioning to freelance work for Esquire magazine. His publications, including New York: A Serendipiter Journey and The Kingdom and the Power, achieved significant success. While leaving the Times, he continued writing for Esquire and authored several bestselling books, receiving numerous awards for his contributions. He has been married to editor Nan A. Talese since 1959, and they split their time between New York City and Ocean City, New Jersey.","Talese, Gay",";
<p>Contemporary Authors online.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/3ae220d1ab91e36da7e3b80eb77234e3.jpg,Dataset,"AL Book Collection",1,0
8915,https://alabamaauthors.org/items/show/8915,,,,,,1932,,1932-present,,,present,,,"Gay Talese",,,,,,,,,,,,,,,"<em>Unto the Sons.</em> New York; Knopf, 1992.",,,,,,,,,,,,"Unto the Sons by Gay Talese",,"Gay Talese, hailing from Ocean City, New Jersey, developed an early passion for writing and began contributing sports stories to the Ocean City Sentinel-Ledger during high school. Despite initial difficulties with college admission, Talese was advised to apply to the University of Alabama, where he pursued journalism and wrote for the student newspaper. After graduation, he worked at The New York Times before serving in the US Army. Talese returned to the Times as a reporter, later transitioning to freelance work for Esquire magazine. His publications, including New York: A Serendipiter Journey and The Kingdom and the Power, achieved significant success. While leaving the Times, he continued writing for Esquire and authored several bestselling books, receiving numerous awards for his contributions. He has been married to editor Nan A. Talese since 1959, and they split their time between New York City and Ocean City, New Jersey.","Talese, Gay",";
<p>Contemporary Authors online.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1992,,,,,,,https://auburn.box.com/s/17hou6u9mtztomxfy171dlscq53b88jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/9fa2415fe45606aebd1eba5afb5a83f3.jpg,Dataset,"AL Book Collection",1,0
8914,https://alabamaauthors.org/items/show/8914,,,,,,1932,,1932-present,,,present,,,"Gay Talese",,,,,,,,,,,,,,,"<em>Thy Neighbor's Wife.</em> New York; Doubleday, 1980.",,,,,,,,,,,,"Thy Neighbor's Wife by Gay Talese",,"Gay Talese, hailing from Ocean City, New Jersey, developed an early passion for writing and began contributing sports stories to the Ocean City Sentinel-Ledger during high school. Despite initial difficulties with college admission, Talese was advised to apply to the University of Alabama, where he pursued journalism and wrote for the student newspaper. After graduation, he worked at The New York Times before serving in the US Army. Talese returned to the Times as a reporter, later transitioning to freelance work for Esquire magazine. His publications, including New York: A Serendipiter Journey and The Kingdom and the Power, achieved significant success. While leaving the Times, he continued writing for Esquire and authored several bestselling books, receiving numerous awards for his contributions. He has been married to editor Nan A. Talese since 1959, and they split their time between New York City and Ocean City, New Jersey.","Talese, Gay",";
<p>Contemporary Authors online.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1980,,,,,,,https://auburn.box.com/s/35ikqivx06u043jcdo9b073nwfknuroj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/1bd98721064519009e8d635f2b194770.jpg,Dataset,"AL Book Collection",1,0
8913,https://alabamaauthors.org/items/show/8913,,,,,,1932,,1932-present,,,present,,,"Gay Talese",,,,,,,,,,,,,,,"<em>Honor Thy Father.</em> New York; World Publishing, 1971.",,,,,,,,,,,,"Honor Thy Father by Gay Talese",,"Gay Talese, hailing from Ocean City, New Jersey, developed an early passion for writing and began contributing sports stories to the Ocean City Sentinel-Ledger during high school. Despite initial difficulties with college admission, Talese was advised to apply to the University of Alabama, where he pursued journalism and wrote for the student newspaper. After graduation, he worked at The New York Times before serving in the US Army. Talese returned to the Times as a reporter, later transitioning to freelance work for Esquire magazine. His publications, including New York: A Serendipiter Journey and The Kingdom and the Power, achieved significant success. While leaving the Times, he continued writing for Esquire and authored several bestselling books, receiving numerous awards for his contributions. He has been married to editor Nan A. Talese since 1959, and they split their time between New York City and Ocean City, New Jersey.","Talese, Gay",";
<p>Contemporary Authors online.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1971,,,,,,,https://auburn.box.com/s/40ymcgf57ttkdccuiauvjrhit86pug38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/74cd4fa4a1913eaeb0c72e9baee307d5.jpg,Dataset,"AL Book Collection",1,0
8912,https://alabamaauthors.org/items/show/8912,,,,,,1932,,1932-present,,,present,,,"Gay Talese",,,,,,,,,,,,,,,"<em>Fame and Obscurity.</em> New York; World Publishing, 1970.",,,,,,,,,,,,"Fame and Obscurity by Gay Talese",,"Gay Talese, hailing from Ocean City, New Jersey, developed an early passion for writing and began contributing sports stories to the Ocean City Sentinel-Ledger during high school. Despite initial difficulties with college admission, Talese was advised to apply to the University of Alabama, where he pursued journalism and wrote for the student newspaper. After graduation, he worked at The New York Times before serving in the US Army. Talese returned to the Times as a reporter, later transitioning to freelance work for Esquire magazine. His publications, including New York: A Serendipiter Journey and The Kingdom and the Power, achieved significant success. While leaving the Times, he continued writing for Esquire and authored several bestselling books, receiving numerous awards for his contributions. He has been married to editor Nan A. Talese since 1959, and they split their time between New York City and Ocean City, New Jersey.","Talese, Gay",";
<p>Contemporary Authors online.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1970,,,,,,,https://auburn.box.com/s/kqm3sn46ke66q5dy54ncfltg4v5mq0c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/609f98d1dc932b9070ea5088efd91f88.jpg,Dataset,"AL Book Collection",1,0
8911,https://alabamaauthors.org/items/show/8911,,,,,,1932,,1932-present,,,present,,,"Gay Talese",,,,,,,,,,,,,,,"<em>The Kingdom and the Power.</em> New York; World Publishing Company 1969.",,,,,,,,,,,,"The Kingdom and the Power by Gay Talese",,"Gay Talese, hailing from Ocean City, New Jersey, developed an early passion for writing and began contributing sports stories to the Ocean City Sentinel-Ledger during high school. Despite initial difficulties with college admission, Talese was advised to apply to the University of Alabama, where he pursued journalism and wrote for the student newspaper. After graduation, he worked at The New York Times before serving in the US Army. Talese returned to the Times as a reporter, later transitioning to freelance work for Esquire magazine. His publications, including New York: A Serendipiter Journey and The Kingdom and the Power, achieved significant success. While leaving the Times, he continued writing for Esquire and authored several bestselling books, receiving numerous awards for his contributions. He has been married to editor Nan A. Talese since 1959, and they split their time between New York City and Ocean City, New Jersey.","Talese, Gay",";
<p>Contemporary Authors online.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1969,,,,,,,https://auburn.box.com/s/uua2f2t3c8820sc5wqiv5xvdmef1og8y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/d9ba4c0d15f28c9baa9b38732d14aafb.jpg,Dataset,"AL Book Collection",1,0
8910,https://alabamaauthors.org/items/show/8910,,,,,,1932,,1932-present,,,present,,,"Gay Talese",,,,,,,,,,,,,,,"<em>The Over Reachers.</em> New York; Harper, 1965.",,,,,,,,,,,,"The Over Reachers by Gay Talese",,"Gay Talese, hailing from Ocean City, New Jersey, developed an early passion for writing and began contributing sports stories to the Ocean City Sentinel-Ledger during high school. Despite initial difficulties with college admission, Talese was advised to apply to the University of Alabama, where he pursued journalism and wrote for the student newspaper. After graduation, he worked at The New York Times before serving in the US Army. Talese returned to the Times as a reporter, later transitioning to freelance work for Esquire magazine. His publications, including New York: A Serendipiter Journey and The Kingdom and the Power, achieved significant success. While leaving the Times, he continued writing for Esquire and authored several bestselling books, receiving numerous awards for his contributions. He has been married to editor Nan A. Talese since 1959, and they split their time between New York City and Ocean City, New Jersey.","Talese, Gay",";
<p>Contemporary Authors online.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1965,,,,,,,https://auburn.box.com/s/szi6384o7qrbpvrvt7nm90909569rqej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/635f06cb5ac33f6443e24b0f2c12d6ae.jpg,Dataset,"AL Book Collection",1,0
8909,https://alabamaauthors.org/items/show/8909,,,,,,1932,,1932-present,,,present,,,"Gay Talese",,,,,,,,,,,,,,,"<em>The Bridge.</em> New York; Harper, 1964.",,,,,,,,,,,,"The Bridge by Gay Talese",,"Gay Talese, hailing from Ocean City, New Jersey, developed an early passion for writing and began contributing sports stories to the Ocean City Sentinel-Ledger during high school. Despite initial difficulties with college admission, Talese was advised to apply to the University of Alabama, where he pursued journalism and wrote for the student newspaper. After graduation, he worked at The New York Times before serving in the US Army. Talese returned to the Times as a reporter, later transitioning to freelance work for Esquire magazine. His publications, including New York: A Serendipiter Journey and The Kingdom and the Power, achieved significant success. While leaving the Times, he continued writing for Esquire and authored several bestselling books, receiving numerous awards for his contributions. He has been married to editor Nan A. Talese since 1959, and they split their time between New York City and Ocean City, New Jersey.","Talese, Gay",";
<p>Contemporary Authors online.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1964,,,,,,,https://auburn.box.com/s/z9bcq926heu387r3tbq2soixgib7pvwf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/7fd018ede110a57305989637b323d18c.jpg,Dataset,"AL Book Collection",1,0
8908,https://alabamaauthors.org/items/show/8908,,,,,,1932,,1932-present,,,present,,,"Gay Talese",,,,,,,,,,,,,,,"<em>New York: A Serendipiter's Journey.</em> New York; Harper, 1961.",,,,,,,,,,,,"New York: A Serendipiter's Journey by Gay Talese",,"Gay Talese, hailing from Ocean City, New Jersey, developed an early passion for writing and began contributing sports stories to the Ocean City Sentinel-Ledger during high school. Despite initial difficulties with college admission, Talese was advised to apply to the University of Alabama, where he pursued journalism and wrote for the student newspaper. After graduation, he worked at The New York Times before serving in the US Army. Talese returned to the Times as a reporter, later transitioning to freelance work for Esquire magazine. His publications, including New York: A Serendipiter Journey and The Kingdom and the Power, achieved significant success. While leaving the Times, he continued writing for Esquire and authored several bestselling books, receiving numerous awards for his contributions. He has been married to editor Nan A. Talese since 1959, and they split their time between New York City and Ocean City, New Jersey.","Talese, Gay",";
<p>Contemporary Authors online.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1961,,,,,,,https://auburn.box.com/s/a8g4swvu3alzef3a7r0y3mn5m3h05rbp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/e27bdf1bf2409d5719d0866223b6e43c.jpg,Dataset,"AL Book Collection",1,0
8907,https://alabamaauthors.org/items/show/8907,,,,,,1892,,1892-1976,,,1976,,,"Hudson Strode",,,,,,,,,,,,,,,"<em>The Eleventh House, Memoirs.</em> New York; Harcourt, Brace, 1975.",,,,,,,,,,,,"The Eleventh House, Memoirs by Hudson Strode",,"Hudson Strode, born in Cairo, Illinois, experienced several relocations during his childhood before settling in Demopolis, Alabama. With a keen interest in drama from a young age, Strode actively participated in theatrical activities and pursued his education at the University of Alabama, where he later became an English literature and public speaking instructor. While World War I exempted him from military service, Strode organized troop entertainment during this period. Following bouts of poor health, he dedicated himself to writing, publishing travel books and a three-volume biography of Jefferson Davis, although his sympathetic portrayal of Davis drew mixed responses. Strode's teaching career spanned twenty-five years, during which he mentored aspiring writers and helped them secure publishing opportunities. He received notable recognition, including a knighthood from King Gustav Adolf of Sweden, and retired in 1963 but continued writing until his later years. The Hoole Special Collections Library at the University of Alabama holds a collection of his papers.","Strode, Hudson",":
<p>Contemporary Authors online.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/43372dbddb5295649400c7e7942f41e4.jpg,Dataset,"AL Book Collection",1,0
